date,symbol,open,high,low,close,usd_volume,btc_volume,v_7d,v_14d,v_21d,v_28d,v_42d,log_return,momentum_14,volatility_14,momentum_21,volatility_21,momentum_28,volatility_28,momentum_42,volatility_42,momentum_90,volatility_90,strev_daily,return,strev_weekly,avg_sentiment,news_count
2020-02-05,ADA,0.05607,0.06017,0.05561,0.05925,529425.84,8986317.02,,,,,,0.0551648698796593,,,,,,,,,,,0.0551648698796593,,,0.0,0.0
2020-02-12,ADA,0.06383,0.07039,0.06383,0.06833,1307172.84,19704893.09,0.7587648400018647,,,,,0.0681256095247211,,,,,,,,,,,0.0681256095247211,0.1532489451476795,0.1532489451476795,0.0,0.0
2020-02-19,ADA,0.0629,0.0634,0.05697,0.0575,755361.17,12432981.47,-0.2902045476822454,-0.0709292127518299,,,,-0.08976121590309,,0.950813377228504,,,,,,,,,-0.08976121590309,-0.1584955363676277,-0.1584955363676277,0.0,0.0
2020-02-26,ADA,0.05659,0.05666,0.04671,0.04928,1580873.2,31389417.26,1.38937215380947,0.812015981822471,0.8555873395479701,,,-0.1383139719291681,-0.029535864978903,1.0714590837293392,,1.018185785470349,,,,,,,-0.1383139719291681,-0.1429565217391305,-0.1429565217391305,0.0,0.0
2020-03-04,ADA,0.0487,0.05066,0.04815,0.04887,344249.73,6957875.14,-0.546021129351578,-0.3614781259714394,-0.6599214313593791,-0.6394723782683922,,0.0034846811935192,-0.2787940875164644,0.9427169238050964,-0.168270042194093,0.9605003032561632,,0.9336356680019352,,,,,0.0034846811935192,-0.0083198051948052,-0.0083198051948052,0.0,0.0
2020-03-11,ADA,0.04136,0.04176,0.03745,0.03975,545347.28,13894778.54,0.284293342359712,0.082124364038151,0.1567329129805426,-0.098999523968331,,-0.0397043890998328,-0.1500869565217394,0.9173406451399526,-0.2847943802136692,0.9829292339567728,-0.1751898734177218,0.9818216666880676,,,,,-0.0397043890998328,-0.1866175567833026,-0.1866175567833026,0.0,0.0
2020-03-18,ADA,0.02598,0.02653,0.02445,0.02616,245942.55,9618572.58,-1.1157751886942613,-0.8587910046520708,-0.8666856910854026,-0.7815076347236847,-0.938257591698509,0.0069045153465444,-0.1933847402597402,3.1774516537476902,-0.3086956521739131,2.618745772593491,-0.4182643055758818,2.322116103626324,,1.9732537816320013,,,0.0069045153465444,-0.3418867924528302,-0.3418867924528302,0.0,0.0
2020-03-25,ADA,0.03029,0.03052,0.02886,0.02949,365952.66,12364413.66,-0.2651148199455235,-0.5172050840431641,-0.4001442052548256,-0.4220119438150895,-0.5043886776971735,-0.0267664022119611,-0.4647022713321055,3.3237098173692843,-0.4691558441558442,2.747272025593504,-0.5450434782608697,2.3932196345900403,-0.558481012658228,2.034172860445992,,,-0.0267664022119611,0.1272935779816513,0.1272935779816513,0.0,0.0
2020-04-01,ADA,0.03057,0.03099,0.02955,0.03093,328637.59,10864554.28,0.25985793715369,-0.1056009126955928,-0.4069599918748086,-0.36386511822875,-0.3787564357727593,0.011707450794235,-0.2581132075471698,1.204064612185708,-0.3965623081645181,2.742880838366795,-0.4015827922077922,2.421227699672864,-0.5684179716083713,2.035732677805025,,,0.011707450794235,0.0488301119023397,0.0488301119023397,0.0,0.0
2020-04-08,ADA,0.03518,0.03718,0.03518,0.03652,253223.45,6958291.5,-0.2354195632449496,-0.1249860474797639,-0.3245369639490327,-0.5758196613747142,-0.6135625617158738,0.0373823164173555,0.182339449541284,0.9142869791823538,-0.2218867924528306,1.097184117920776,-0.3670963781461021,2.4182999859019314,-0.4620869565217395,2.032406921850781,,,0.0373823164173555,0.1807306821855803,0.1807306821855803,0.0,0.0
2020-04-15,ADA,0.03313,0.03369,0.03184,0.03185,72593.31,2220459.63,-0.9972829707906676,-1.2704727907609694,-1.2637689397344918,-1.4579012043015904,-1.7102156274177729,-0.039401834293632,0.2383858935232279,0.8718627726403299,0.3960244648318041,0.8782830994289211,-0.0812578616352204,1.035979179758022,-0.2589285714285717,2.0321943357002272,,,-0.039401834293632,-0.1278751369112812,-0.1278751369112812,0.0,0.0
2020-04-22,ADA,0.03464,0.03669,0.03166,0.03666,228778.89,6445377.19,0.0654974878996057,0.1071438327876546,-0.0637388672447194,-0.0735301672693502,-0.4774030544070733,0.0566771587173244,0.0297445845457489,0.8455923016534919,0.0800271278399455,0.8725278695387345,0.2175076452599389,0.8763791514983542,-0.3482709228565582,2.019618189890821,,,0.0566771587173244,0.1510204081632651,0.1510204081632651,0.0,0.0
2020-04-29,ADA,0.047,0.05223,0.04686,0.05155,1031611.01,20392150.18,0.6873184245597752,1.0347482603812654,1.202423934360402,1.194010071946506,1.1393755929317386,0.0924046087529103,0.0038335158817086,0.8845837657448815,0.1852570320077597,0.9387208848437354,0.2431332655137332,0.9173206601773972,-0.0777358490566041,1.0085157109989007,,,0.0924046087529103,0.4061647572285871,0.4061647572285871,0.0,0.0
2020-05-06,ADA,0.04953,0.05115,0.04862,0.04907,482151.53,9636074.89,-0.5770724160741221,-0.3565796809667336,-0.0956992398268763,0.0754130558988439,0.2025911966062583,-0.0093306964983342,0.6185243328100465,1.0050476656261624,0.4115553121577218,0.946701641291981,0.666666666666667,0.933058720479827,0.9705657492354732,0.9166362917540348,,1.557460651541891,-0.0093306964983342,-0.0481086323957322,-0.0481086323957322,0.0,0.0
2020-05-13,ADA,0.05049,0.05239,0.04989,0.05168,1250991.28,24400406.02,0.4859484814790811,0.4296541464460865,0.5585020920046091,0.7510518390507617,0.958442574893878,0.023295562603522,0.3385160938352427,0.8403818806013423,0.5406593406593405,0.9360865036488284,0.3436473165388829,0.9097083675913922,0.6639538826720919,0.8973216672931467,-0.182030338389732,1.559141579869145,0.023295562603522,0.0531893213776237,0.0531893213776237,0.0,0.0
2020-05-20,ADA,0.05682,0.05749,0.05382,0.05692,1017443.28,18151749.66,0.1580421289703242,0.2168366570438866,0.2008822404109302,0.299770757313496,0.5774483587614352,0.0017583967956096,0.0025218234723569,0.6662993789632152,0.409710856519367,0.7459709016941583,0.6226059654631078,0.8426184482734522,0.6708697057872617,0.8450369222558974,-0.2503626341746451,1.5383068481647593,0.0017583967956096,0.1013931888544892,0.1013931888544892,0.0,0.0
2020-05-27,ADA,0.05348,0.05592,0.05316,0.05508,1034009.11,18830445.42,-0.0463511132869634,0.0578531835817646,0.1309559295172171,0.1444038567098591,0.3635710448561458,0.0294789216267116,0.1599755451395963,0.8217208780621114,0.1041707080504366,0.8024491193560866,0.5526459356246589,0.816675504484895,0.5585980284775465,0.8789525469710976,-0.0231680109833538,1.528147705833396,0.0294789216267116,-0.0323260716795502,-0.0323260716795502,0.0,0.0
2020-06-03,ADA,0.07869,0.08573,0.07724,0.08539,4656512.81,56278932.61,-0.026769653730664,0.4622556829346429,0.7296175513149841,0.9091086113991658,1.1460482508572143,0.0817129153726226,0.0657894736842104,1.5102307840867324,0.1224780925208883,1.2584717406988446,0.0684772065955383,1.159246227061452,0.729356357927786,1.09788332684032,0.1116044399596363,1.6096349349378527,0.0817129153726226,0.5502904865649962,0.5502904865649962,0.0,0.0
2020-06-10,ADA,0.08301,0.0839,0.07983,0.0836,3313494.23,40595841.89,0.0902322880667441,-0.1643123453824557,0.1112930473953692,0.305777443519581,0.5569963364887016,0.0070824376237115,0.500175685172171,1.3728077069859328,0.6522832817337458,1.2891016082138322,0.7401671082127566,1.1370379157921375,1.3292416803055094,1.0484889529431536,0.672018797728607,1.1224083704196468,0.0070824376237115,-0.0209626419955498,-0.0209626419955498,0.0,0.0
2020-06-17,ADA,0.07911,0.08419,0.07754,0.08328,3559879.49,43835127.7,0.1945519246786951,0.1781209989301171,-0.0057251966525466,0.185887867156353,0.4615981536459017,0.0513691352734085,0.5177923021060276,0.8221116036110099,0.4687280393534785,1.2846394669933243,0.6176470588235294,1.2300813694514248,0.6217264791464596,1.0667434575009944,2.6050021561017664,0.9895629424771656,0.0513691352734085,-0.003827751196172,-0.003827751196172,0.0,0.0
2020-06-24,ADA,0.0828,0.08701,0.07997,0.08242,4357488.61,52212961.36,0.5726414881308717,0.4808177830740359,0.4403880999013712,0.2780698776307559,0.5456219124848669,-0.0045999354805428,-0.0247101534137483,0.8364354350404989,0.5119825708061005,0.7397112070950435,0.4631061138439918,1.1550495384341732,0.6971673120032607,1.0491548288291366,1.733180177223498,0.9669209559301726,-0.0045999354805428,-0.0103266090297792,-0.0103266090297792,0.0,0.0
