date,symbol,sentiment_index,sentiment_ema_7d,sentiment_change,news_count
2024-06-24,ADA,0.4015396690219426,0.4015396690219426,-0.014868250588818965,15
2024-07-01,ADA,0.3999517352175541,0.3999517352175541,-0.001587933804388486,10
2024-07-08,ADA,0.4312724992851544,0.4312724992851544,0.03132076406760026,18
2024-07-15,ADA,0.4298029994281235,0.4298029994281235,-0.001469499857030876,12
2024-07-22,ADA,0.43124489954249884,0.43124489954249884,0.0014419001143753385,16
2024-07-29,ADA,0.36695341963399913,0.36695341963399913,-0.0642914799084997,16
2024-08-05,ADA,0.35877909934356295,0.35877909934356295,-0.008174320290436188,11
2024-08-12,ADA,0.35161280328437416,0.35161280328437416,-0.007166296059188781,21
2024-08-19,ADA,0.36464472538612,0.36464472538612,0.013031922101745863,29
2024-08-26,ADA,0.37236466919778494,0.37236466919778494,0.007719943811664909,18
2024-09-02,ADA,0.35932973535822793,0.35932973535822793,-0.013034933839557006,20
2024-09-09,ADA,0.3676971216199157,0.3676971216199157,0.00836738626168776,21
2024-09-16,ADA,0.40944369729593255,0.40944369729593255,0.04174657567601686,10
2024-09-23,ADA,0.4487171800589682,0.4487171800589682,0.03927348276303566,9
2024-09-30,ADA,0.419675282508713,0.419675282508713,-0.029041897550255213,13
2024-10-07,ADA,0.43522467045141483,0.43522467045141483,0.015549387942701831,18
2024-10-14,ADA,0.4794854506468461,0.4794854506468461,0.04426078019543128,7
2024-10-21,ADA,0.4854596105174769,0.4854596105174769,0.005974159870630769,16
2024-10-28,ADA,0.43581290580528587,0.43581290580528587,-0.049646704712191014,23
2024-11-04,ADA,0.43723668828059237,0.43723668828059237,0.001423782475306501,22
2024-11-11,ADA,0.4673200172911406,0.4673200172911406,0.03008332901054822,15
2024-11-18,ADA,0.48531744240434105,0.48531744240434105,0.01799742511320046,28
2024-11-25,ADA,0.5666894084689273,0.5666894084689273,0.0813719660645863,22
2024-12-02,ADA,0.6156244300009484,0.6156244300009484,0.048935021532021006,31
2024-12-09,ADA,0.5732606551118697,0.5732606551118697,-0.04236377488907861,18
2024-12-16,ADA,0.606410746311718,0.606410746311718,0.03315009119984824,27
2024-12-23,ADA,0.6170685970493743,0.6170685970493743,0.01065785073765635,23
2024-12-30,ADA,0.6730003948808787,0.6730003948808787,0.05593179783150437,29
2025-01-06,ADA,0.6716869825713696,0.6716869825713696,-0.0013134123095090988,24
2025-01-13,ADA,0.7330433360570956,0.7330433360570956,0.06135635348572599,32
2025-01-20,ADA,0.7792798117028193,0.7792798117028193,0.04623647564572375,35
2025-01-27,ADA,0.7980331176549383,0.7980331176549383,0.018753305952118993,41
2025-02-03,ADA,0.8316260179334745,0.8316260179334745,0.03359290027853612,42
2025-02-10,ADA,0.850433246779212,0.850433246779212,0.01880722884573749,37
2025-02-17,ADA,0.8446460974233696,0.8446460974233696,-0.005787149355842347,40
2025-02-24,ADA,0.8320046828167444,0.8320046828167444,-0.012641414606625156,41
2025-03-03,ADA,0.8211879020975514,0.8211879020975514,-0.010816780719193009,77
2025-03-10,ADA,0.8002183216780412,0.8002183216780412,-0.020969580419510248,30
2025-03-17,ADA,0.7941398186327555,0.7941398186327555,-0.006078503045285677,31
2025-03-24,ADA,0.8163888549062044,0.8163888549062044,0.022249036273448874,20
2025-03-31,ADA,0.8010660839249635,0.8010660839249635,-0.015322770981240907,44
2025-04-07,ADA,0.8151424323573621,0.8151424323573621,0.014076348432398578,46
2025-04-14,ADA,0.8182013143069422,0.8182013143069422,0.00305888194958015,38
2025-04-21,ADA,0.8335447356560801,0.8335447356560801,0.015343421349137909,38
2025-04-28,ADA,0.8500293179366288,0.8500293179366288,0.01648458228054872,34
2025-05-05,ADA,0.8522509543493031,0.8522509543493031,0.002221636412674255,32
2025-05-12,ADA,0.8611064777651568,0.8611064777651568,0.008855523415853717,35
2025-05-19,ADA,0.8591189753155737,0.8591189753155737,-0.001987502449583123,29
2025-05-26,ADA,0.8591641457697003,0.8591641457697003,4.5170454126663984e-05,29
2025-06-02,ADA,0.881817403572282,0.881817403572282,0.02265325780258165,23
2025-06-09,ADA,0.80351836730227,0.80351836730227,-0.078299036270012,18
2025-06-16,ADA,0.8165461224132445,0.8165461224132445,0.013027755110974537,28
2025-06-23,ADA,0.799790231263929,0.799790231263929,-0.016755891149315527,15
2025-06-30,ADA,0.8048904458807085,0.8048904458807085,0.005100214616779453,23
2025-07-07,ADA,0.7989067567045668,0.7989067567045668,-0.005983689176141671,25
2025-07-14,ADA,0.8092897803636534,0.8092897803636534,0.01038302365908661,32
2025-07-21,ADA,0.8472884909575893,0.8472884909575893,0.03799871059393589,6
2022-12-26,AVAX,0.0,0.0,0.0,1
2023-01-02,AVAX,0.055611999999999995,0.055611999999999995,0.055611999999999995,10
2023-01-09,AVAX,0.11639531428571426,0.11639531428571426,0.06078331428571426,14
2023-01-16,AVAX,0.11280196571428569,0.11280196571428569,-0.0035933485714285673,7
2023-01-23,AVAX,0.15897223923809523,0.15897223923809523,0.046170273523809535,15
2023-01-30,AVAX,0.18719471446739927,0.18719471446739927,0.028222475229304045,13
2023-02-06,AVAX,0.2702891049072527,0.2702891049072527,0.08309439043985345,3
2023-02-13,AVAX,0.2784462839258022,0.2784462839258022,0.008157179018549454,4
2023-02-20,AVAX,0.29337258269619726,0.29337258269619726,0.014926298770395086,9
2023-02-27,AVAX,0.3259220661569578,0.3259220661569578,0.03254948346076053,5
2023-03-06,AVAX,0.2973076529255662,0.2973076529255662,-0.028614413231391578,8
2023-03-13,AVAX,0.302386122340453,0.302386122340453,0.005078469414886766,9
2023-03-20,AVAX,0.24403461215807667,0.24403461215807667,-0.058351510182376304,7
2023-03-27,AVAX,0.24886768972646134,0.24886768972646134,0.004833077568384664,4
2023-04-03,AVAX,0.338351651781169,0.338351651781169,0.08948396205470766,8
2023-04-10,AVAX,0.33590132142493523,0.33590132142493523,-0.0024503303562337653,3
2023-04-17,AVAX,0.3428230571399482,0.3428230571399482,0.006921735715012978,10
2023-04-24,AVAX,0.34128390025741306,0.34128390025741306,-0.001539156882535142,11
2023-05-01,AVAX,0.3465371202059304,0.3465371202059304,0.005253219948517351,8
2023-05-08,AVAX,0.390436362831411,0.390436362831411,0.04389924262548056,6
2023-05-15,AVAX,0.3986176616937002,0.3986176616937002,0.008181298862289244,7
2023-05-22,AVAX,0.47045662935496013,0.47045662935496013,0.07183896766125991,8
2023-05-29,AVAX,0.5351719701506348,0.5351719701506348,0.06471534079567465,6
2023-06-05,AVAX,0.4611335761205078,0.4611335761205078,-0.07403839403012696,5
2023-06-12,AVAX,0.5608335275630729,0.5608335275630729,0.0996999514425651,3
2023-06-19,AVAX,0.5470268220504584,0.5470268220504584,-0.013806705512614537,8
2023-06-26,AVAX,0.6341481243070334,0.6341481243070334,0.087121302256575,3
2023-07-03,AVAX,0.5906104994456267,0.5906104994456267,-0.043537624861406665,5
2023-07-10,AVAX,0.6404017328898347,0.6404017328898347,0.049791233444207994,6
2023-07-17,AVAX,0.6149613863118677,0.6149613863118677,-0.02544034657796701,3
2023-07-24,AVAX,0.6706841090494942,0.6706841090494942,0.05572272273762646,4
2023-07-31,AVAX,0.7099222872395953,0.7099222872395953,0.039238178190101114,4
2023-08-07,AVAX,0.5679378297916763,0.5679378297916763,-0.141984457447919,2
2023-08-14,AVAX,0.581610263833341,0.581610263833341,0.013672434041664738,4
2023-08-21,AVAX,0.5296045747030365,0.5296045747030365,-0.052005689130304567,11
2023-08-28,AVAX,0.5034236597624291,0.5034236597624291,-0.02618091494060737,3
2023-09-04,AVAX,0.5324289278099432,0.5324289278099432,0.029005268047514132,4
2023-09-11,AVAX,0.4259431422479546,0.4259431422479546,-0.10648578556198862,2
2023-09-18,AVAX,0.3849465137983637,0.3849465137983637,-0.0409966284495909,5
2023-09-25,AVAX,0.388497211038691,0.388497211038691,0.003550697240327305,4
2023-10-02,AVAX,0.38301776883095284,0.38301776883095284,-0.005479442207738161,15
2023-10-09,AVAX,0.3698602150647623,0.3698602150647623,-0.013157553766190544,10
2023-10-16,AVAX,0.3538581720518098,0.3538581720518098,-0.016002043012952494,4
2023-10-23,AVAX,0.28308653764144787,0.28308653764144787,-0.07077163441036194,2
2023-10-30,AVAX,0.2931225634464916,0.2931225634464916,0.010036025805043758,3
2023-11-06,AVAX,0.23449805075719332,0.23449805075719332,-0.0586245126892983,2
2023-11-13,AVAX,0.304591773939088,0.304591773939088,0.07009372318189466,15
2023-11-20,AVAX,0.32523627629412755,0.32523627629412755,0.020644502355039562,7
2023-11-27,AVAX,0.352397021035302,0.352397021035302,0.02716074474117447,5
2023-12-04,AVAX,0.3341456168282416,0.3341456168282416,-0.018251404207060395,5
2023-12-11,AVAX,0.3485893506054504,0.3485893506054504,0.014443733777208756,14
2023-12-18,AVAX,0.3635954804843603,0.3635954804843603,0.015006129878909924,5
2023-12-25,AVAX,0.38223038438748824,0.38223038438748824,0.018634903903127942,10
2024-01-01,AVAX,0.4622709741766573,0.4622709741766573,0.08004058978916906,6
2024-01-08,AVAX,0.4893482079127544,0.4893482079127544,0.027077233736097106,7
2024-01-15,AVAX,0.48169189966353687,0.48169189966353687,-0.007656308249217536,3
2024-01-22,AVAX,0.47027198126929104,0.47027198126929104,-0.011419918394245832,13
2024-01-29,AVAX,0.43380485774270555,0.43380485774270555,-0.03646712352658549,11
2024-02-05,AVAX,0.4305972195274978,0.4305972195274978,-0.003207638215207753,9
2024-02-12,AVAX,0.48312377562199826,0.48312377562199826,0.052526556094500465,10
2024-02-19,AVAX,0.42189902049759864,0.42189902049759864,-0.06122475512439962,10
2024-02-26,AVAX,0.4271769941758567,0.4271769941758567,0.005277973678258052,9
2024-03-04,AVAX,0.48857359534068534,0.48857359534068534,0.061396601164828646,5
2024-03-11,AVAX,0.49457887627254826,0.49457887627254826,0.006005280931862922,15
2024-03-18,AVAX,0.41793810101803863,0.41793810101803863,-0.07664077525450963,8
2024-03-25,AVAX,0.47912762367157374,0.47912762367157374,0.06118952265353511,7
2024-04-01,AVAX,0.534270098937259,0.534270098937259,0.05514247526568522,5
2024-04-08,AVAX,0.5358827458164738,0.5358827458164738,0.0016126468792148074,3
2024-04-15,AVAX,0.44462619665317904,0.44462619665317904,-0.09125654916329473,4
2024-04-22,AVAX,0.4347009573225432,0.4347009573225432,-0.009925239330635827,3
2024-04-29,AVAX,0.4037507658580346,0.4037507658580346,-0.030950191464508614,14
2024-05-06,AVAX,0.4746656126864277,0.4746656126864277,0.07091484682839311,4
2024-05-13,AVAX,0.47439649014914215,0.47439649014914215,-0.0002691225372855599,5
2024-05-20,AVAX,0.544370525452647,0.544370525452647,0.06997403530350482,3
2024-05-27,AVAX,0.5846724203621176,0.5846724203621176,0.04030189490947067,5
2024-06-03,AVAX,0.6007423807341385,0.6007423807341385,0.01606996037202091,9
2024-06-10,AVAX,0.571776761730168,0.571776761730168,-0.028965619003970544,7
2024-06-17,AVAX,0.5180747427174678,0.5180747427174678,-0.05370201901270022,12
2024-06-24,AVAX,0.5114517941739742,0.5114517941739742,-0.006622948543493545,10
2024-07-01,AVAX,0.4985014353391794,0.4985014353391794,-0.01295035883479484,5
2024-07-08,AVAX,0.5127611482713436,0.5127611482713436,0.01425971293216416,7
2024-07-15,AVAX,0.5668755852837415,0.5668755852837415,0.05411443701239793,6
2024-07-22,AVAX,0.5689471348936599,0.5689471348936599,0.0020715496099183994,3
2024-07-29,AVAX,0.521785707914928,0.521785707914928,-0.047161426978731935,5
2024-08-05,AVAX,0.41742856633194236,0.41742856633194236,-0.10435714158298559,2
2024-08-12,AVAX,0.4431148530655539,0.4431148530655539,0.025686286733611563,5
2024-08-19,AVAX,0.41241188245244315,0.41241188245244315,-0.03070297061311078,14
2024-08-26,AVAX,0.341233950406399,0.341233950406399,-0.07117793204604417,9
2024-09-02,AVAX,0.2729871603251192,0.2729871603251192,-0.06824679008127976,2
2024-09-09,AVAX,0.41280306159342867,0.41280306159342867,0.13981590126830945,3
2024-09-16,AVAX,0.43574644927474293,0.43574644927474293,0.022943387681314265,5
2024-09-23,AVAX,0.489413826086461,0.489413826086461,0.05366737681171807,6
2024-09-30,AVAX,0.4837630608691688,0.4837630608691688,-0.005650765217292186,5
2024-10-07,AVAX,0.5265854486953351,0.5265854486953351,0.042822387826166264,8
2024-10-14,AVAX,0.4652216922896014,0.4652216922896014,-0.06136375640573366,6
2024-10-21,AVAX,0.5253223538316811,0.5253223538316811,0.060100661542079714,4
2024-10-28,AVAX,0.42025788306534495,0.42025788306534495,-0.10506447076633618,1
2024-11-04,AVAX,0.3812574175633871,0.3812574175633871,-0.03900046550195785,9
2024-11-11,AVAX,0.3050059340507097,0.3050059340507097,-0.07625148351267741,1
2024-11-18,AVAX,0.4226580805739011,0.4226580805739011,0.11765214652319139,3
2024-11-25,AVAX,0.38838075017340656,0.38838075017340656,-0.03427733040049452,7
2024-12-02,AVAX,0.46744823650236156,0.46744823650236156,0.079067486328955,11
2024-12-09,AVAX,0.4854185892018893,0.4854185892018893,0.017970352699527736,11
2024-12-16,AVAX,0.5853173713615114,0.5853173713615114,0.09989878215962211,8
2024-12-23,AVAX,0.6151298970892092,0.6151298970892092,0.02981252572769777,10
2024-12-30,AVAX,0.49210391767136735,0.49210391767136735,-0.12302597941784182,2
2025-01-06,AVAX,0.5922031341370939,0.5922031341370939,0.10009921646572656,5
2025-01-13,AVAX,0.4737625073096752,0.4737625073096752,-0.11844062682741874,2
2025-01-20,AVAX,0.5398780058477402,0.5398780058477402,0.06611549853806498,5
2025-01-27,AVAX,0.5489344046781921,0.5489344046781921,0.00905639883045195,5
2025-02-03,AVAX,0.6145025237425537,0.6145025237425537,0.06556811906436155,12
2025-02-10,AVAX,0.6900905904226143,0.6900905904226143,0.07558806668006068,7
2025-02-17,AVAX,0.6488524723380915,0.6488524723380915,-0.04123811808452282,4
2025-02-24,AVAX,0.6917869778704733,0.6917869778704733,0.04293450553238176,4
2025-03-03,AVAX,0.7450495822963785,0.7450495822963785,0.05326260442590525,4
2025-03-10,AVAX,0.6852729991704362,0.6852729991704362,-0.05977658312594236,12
2025-03-17,AVAX,0.7475503993363489,0.7475503993363489,0.062277400165912766,5
2025-03-24,AVAX,0.7448803194690792,0.7448803194690792,-0.002670079867269748,10
2025-03-31,AVAX,0.7889342555752633,0.7889342555752633,0.04405393610618413,8
2025-04-07,AVAX,0.8121607377935439,0.8121607377935439,0.02322648221828061,12
2025-04-14,AVAX,0.8199085902348352,0.8199085902348352,0.007747852441291281,9
2025-04-21,AVAX,0.8446224277434237,0.8446224277434237,0.024713837508588465,9
2025-04-28,AVAX,0.8755429421947389,0.8755429421947389,0.030920514451315273,4
2025-05-05,AVAX,0.8607303537557912,0.8607303537557912,-0.014812588438947727,10
2025-05-12,AVAX,0.8768812060815561,0.8768812060815561,0.016150852325764853,13
2025-05-19,AVAX,0.8857649648652449,0.8857649648652449,0.008883758783688855,11
2025-05-26,AVAX,0.8700786385588626,0.8700786385588626,-0.015686326306382337,9
2025-06-02,AVAX,0.8904379108470901,0.8904379108470901,0.020359272288227537,4
2025-06-09,AVAX,0.8232063286776721,0.8232063286776721,-0.06723158216941805,10
2025-06-16,AVAX,0.7959281398652146,0.7959281398652146,-0.02727818881245747,13
2025-06-23,AVAX,0.8342482261778859,0.8342482261778859,0.03832008631267125,7
2025-06-30,AVAX,0.858859914275642,0.858859914275642,0.024611688097756157,15
2025-07-07,AVAX,0.8608224768750591,0.8608224768750591,0.0019625625994170726,11
2025-07-14,AVAX,0.6886579815000473,0.6886579815000473,-0.17216449537501177,2
2023-01-02,BNB,0.20739090909090907,0.20739090909090907,0.0,11
2023-01-09,BNB,0.21520129870129867,0.21520129870129867,0.007810389610389601,7
2023-01-16,BNB,0.22820103896103894,0.22820103896103894,0.012999740259740267,7
2023-01-23,BNB,0.230137974025974,0.230137974025974,0.001936935064935058,7
2023-01-30,BNB,0.19880704588744588,0.19880704588744588,-0.031330928138528114,12
2023-02-06,BNB,0.19455332901764902,0.19455332901764902,-0.004253716869796864,13
2023-02-13,BNB,0.24880993594139195,0.24880993594139195,0.05425660692374293,11
2023-02-20,BNB,0.221136520181685,0.221136520181685,-0.027673415759706943,7
2023-02-27,BNB,0.2944463590024909,0.2944463590024909,0.07330983882080588,7
2023-03-06,BNB,0.32760042053532606,0.32760042053532606,0.03315406153283518,6
2023-03-13,BNB,0.2945303364282608,0.2945303364282608,-0.033070084107065245,6
2023-03-20,BNB,0.40586426914260865,0.40586426914260865,0.11133393271434783,3
2023-03-27,BNB,0.36015712959980123,0.36015712959980123,-0.04570713954280742,7
2023-04-03,BNB,0.3400540370131743,0.3400540370131743,-0.020103092586626903,12
2023-04-10,BNB,0.35472476807207787,0.35472476807207787,0.014670731058903541,13
2023-04-17,BNB,0.4226198144576623,0.4226198144576623,0.06789504638558441,7
2023-04-24,BNB,0.43714835156612986,0.43714835156612986,0.014528537108467576,8
2023-05-01,BNB,0.3816126812529039,0.3816126812529039,-0.05553567031322598,10
2023-05-08,BNB,0.4080221450023231,0.4080221450023231,0.026409463749419215,10
2023-05-15,BNB,0.3883577160018585,0.3883577160018585,-0.01966442900046461,9
2023-05-22,BNB,0.3569572839125979,0.3569572839125979,-0.03140043208926058,9
2023-05-29,BNB,0.4140458271300783,0.4140458271300783,0.057088543217480414,3
2023-06-05,BNB,0.3761866617040627,0.3761866617040627,-0.03785916542601564,10
2023-06-12,BNB,0.3604813293632501,0.3604813293632501,-0.01570533234081256,20
2023-06-19,BNB,0.37465706349060013,0.37465706349060013,0.014175734127350015,5
2023-06-26,BNB,0.3228506507924801,0.3228506507924801,-0.05180641269812003,8
2023-07-03,BNB,0.2621338539673174,0.2621338539673174,-0.06071679682516268,6
2023-07-10,BNB,0.33787071953749026,0.33787071953749026,0.07573686557017284,11
2023-07-17,BNB,0.3568245756299922,0.3568245756299922,0.01895385609250194,15
2023-07-24,BNB,0.40658766050399375,0.40658766050399375,0.04976308487400155,5
2023-07-31,BNB,0.384295128403195,0.384295128403195,-0.022292532100798734,12
2023-08-07,BNB,0.38737610272255607,0.38737610272255607,0.0030809743193610517,3
2023-08-14,BNB,0.39723088217804486,0.39723088217804486,0.009854779455488794,4
2023-08-21,BNB,0.31021470574243587,0.31021470574243587,-0.087016176435609,10
2023-08-28,BNB,0.27382509792728205,0.27382509792728205,-0.036389607815153824,3
2023-09-04,BNB,0.19862007834182566,0.19862007834182566,-0.07520501958545639,7
2023-09-11,BNB,0.15064106267346056,0.15064106267346056,-0.0479790156683651,4
2023-09-18,BNB,0.23551618347210174,0.23551618347210174,0.08487512079864118,6
2023-09-25,BNB,0.2541358039205385,0.2541358039205385,0.01861962044843679,7
2023-10-02,BNB,0.2600419764697641,0.2600419764697641,0.005906172549225597,3
2023-10-09,BNB,0.2556050097472399,0.2556050097472399,-0.004436966722524249,7
2023-10-16,BNB,0.3058680077977919,0.3058680077977919,0.05026299805055201,5
2023-10-23,BNB,0.2647610729049002,0.2647610729049002,-0.04110693489289169,3
2023-10-30,BNB,0.29455685832392015,0.29455685832392015,0.02979578541901995,5
2023-11-06,BNB,0.3392188199924694,0.3392188199924694,0.044661961668549244,3
2023-11-13,BNB,0.27137505599397554,0.27137505599397554,-0.06784376399849384,2
2023-11-20,BNB,0.17550604479518045,0.17550604479518045,-0.0958690111987951,20
2023-11-27,BNB,0.23683372472503322,0.23683372472503322,0.061327679929852774,9
2023-12-04,BNB,0.22570031311335992,0.22570031311335992,-0.011133411611673305,3
2023-12-11,BNB,0.2616088219192594,0.2616088219192594,0.035908508805899464,7
2023-12-18,BNB,0.36219277182112175,0.36219277182112175,0.10058394990186237,7
2023-12-25,BNB,0.3799785031711831,0.3799785031711831,0.01778573135006134,14
2024-01-01,BNB,0.3682278025369465,0.3682278025369465,-0.01175070063423661,4
2024-01-08,BNB,0.40892795631527146,0.40892795631527146,0.04070015377832498,7
2024-01-15,BNB,0.48920486505221716,0.48920486505221716,0.0802769087369457,8
2024-01-22,BNB,0.4329772253751071,0.4329772253751071,-0.056227639677110086,3
2024-01-29,BNB,0.5057497803000857,0.5057497803000857,0.07277255492497858,5
2024-02-05,BNB,0.4238098242400686,0.4238098242400686,-0.08193995606001708,4
2024-02-12,BNB,0.44507071653491204,0.44507071653491204,0.02126089229484346,7
2024-02-19,BNB,0.4697882398945963,0.4697882398945963,0.024717523359684246,12
2024-02-26,BNB,0.506390591915677,0.506390591915677,0.03660235202108075,5
2024-03-04,BNB,0.45388497353254165,0.45388497353254165,-0.05250561838313539,8
2024-03-11,BNB,0.4689079788260333,0.4689079788260333,0.015023005293491654,11
2024-03-18,BNB,0.5122283830608266,0.5122283830608266,0.04332040423479333,10
2024-03-25,BNB,0.5312952064486614,0.5312952064486614,0.01906682338783472,8
2024-04-01,BNB,0.4689121651589291,0.4689121651589291,-0.062383041289732266,10
2024-04-08,BNB,0.42285544641285755,0.42285544641285755,-0.046056718746071534,7
2024-04-15,BNB,0.441956357130286,0.441956357130286,0.019100910717428476,5
2024-04-22,BNB,0.46203417661331975,0.46203417661331975,0.02007781948303372,11
2024-04-29,BNB,0.402389563512878,0.402389563512878,-0.059644613100441723,9
2024-05-06,BNB,0.4988836508103024,0.4988836508103024,0.09649408729742437,5
2024-05-13,BNB,0.44750692064824193,0.44750692064824193,-0.05137673016206046,8
2024-05-20,BNB,0.45752053651859353,0.45752053651859353,0.0100136158703516,8
