date,baseline_cum,sentiment_cum
2022-05-11,21.217567153055295,21.217567153055317
2022-05-18,20.85826013108532,20.85826013108534
2022-05-25,21.505247162783434,21.505247162783455
2022-06-01,20.535252200918915,20.535252200918933
2022-06-08,20.588250239195162,20.58825023919518
2022-06-15,16.67466487118998,16.674664871189993
2022-06-22,15.266698803743507,15.26669880374352
2022-06-29,15.768604102780573,15.768604102780587
2022-07-06,16.347882913632212,16.347882913632226
2022-07-13,15.63084461836784,15.630844618367854
2022-07-20,18.19808297644246,18.19808297644248
2022-07-27,18.384263253404818,18.384263253404836
2022-08-03,18.467176478291616,18.467176478291634
2022-08-10,20.45162376774698,20.451623767746998
2022-08-17,19.831338260922653,19.83133826092267
2022-08-24,17.85960514539699,17.859605145397005
2022-08-31,16.58753034864024,16.58753034864025
2022-09-07,16.813029615881106,16.813029615881117
2022-09-14,17.024713740592816,17.024713740592826
2022-09-21,15.64921454850812,15.649214548508128
2022-09-28,16.521353251025033,16.521353251025044
2022-10-05,17.06975120336335,17.06975120336336
2022-10-12,16.070321871934865,16.070321871934876
2022-10-19,15.548463025614984,15.548463025614994
2022-10-26,17.273500532572417,17.273500532572427
2022-11-02,18.459246142352875,18.459246142352885
2022-11-09,13.93334343882465,13.933343438824657
2022-11-16,14.478513014883207,14.478513014883214
2022-11-23,14.467547238604578,14.467547238604585
2022-11-30,15.285757932230362,15.28575793223037
2022-12-07,14.661360618403366,14.661360618403373
2022-12-14,14.793916246107212,14.79391624610722
2022-12-21,13.1777265053517,13.177726505351707
2022-12-28,12.680655807511798,12.680655807511805
2023-01-04,13.668369454168916,13.668369454168925
2023-01-11,15.427742275060737,15.427742275060746
2023-01-18,16.52681355174917,16.52681355174918
2023-01-25,18.276393590511443,18.27639359051145
2023-02-01,19.10331816473963,19.103318164739637
2023-02-08,18.94559069378664,18.94559069378665
2023-02-15,19.253634026111808,19.253634026111815
2023-02-22,19.11142264508414,19.111422645084147
2023-03-01,18.22823486895283,18.228234868952836
2023-03-08,16.421408088463757,16.421408088463764
2023-03-15,16.981318431505752,16.98131843150576
2023-03-22,18.15344075431351,18.153440754313518
2023-03-29,19.09526947204125,19.095269472041256
2023-04-05,19.730678170799866,19.730678170799873
2023-04-12,20.04776901381329,20.047769013813298
2023-04-19,20.09802613074693,20.098026130746938
2023-04-26,19.16062504205616,19.160625042056168
2023-05-03,19.397132082716194,19.3971320827162
2023-05-10,18.353481758605543,18.35348175860555
2023-05-17,18.45742495295578,18.457424952955787
2023-05-24,17.9820777204737,17.982077720473708
2023-05-31,18.581375281505522,18.58137528150553
2023-06-07,17.553540291323014,17.55354029132302
2023-06-14,15.508791396534342,15.508791396534347
2023-06-21,17.05901230745444,17.05901230745445
2023-06-28,16.419874580613147,16.419874580613154
2023-07-05,17.38152950037403,17.381529500374036
2023-07-12,17.64717845692121,17.647178456921218
2023-07-19,19.816086528011922,19.81608652801193
2023-07-26,19.502433611607316,19.502433611607323
2023-08-02,18.769052980089207,18.769052980089214
2023-08-09,18.88025907117926,18.880259071179267
2023-08-16,17.644198698673492,17.644198698673495
2023-08-23,16.717506161492455,16.71750616149246
2023-08-30,16.804195507622598,16.8041955076226
2023-09-06,16.191053937899106,16.19105393789911
2023-09-13,15.731710669287136,15.73171066928714
2023-09-20,16.233289707460973,16.233289707460976
2023-09-27,15.816892573377691,15.816892573377695
2023-10-04,16.816155294187762,16.81615529418777
2023-10-11,15.934344603984806,15.934344603984814
2023-10-18,16.073382224180747,16.073382224180754
2023-10-25,18.75347489623357,18.753474896233584
2023-11-01,20.42444294397173,20.424442943971744
2023-11-08,21.75686791555041,21.756867915550426
2023-11-15,24.9615429157287,24.96154291572872
2023-11-22,24.0742042734478,24.074204273447823
2023-11-29,24.278565872014447,24.278565872014468
2023-12-06,27.00766329315981,27.007663293159833
2023-12-13,30.995436841366605,30.995436841366633
2023-12-20,31.055058651071878,31.055058651071906
2023-12-27,34.173838550503405,34.17383855050343
2024-01-03,31.583580536846494,31.58358053684652
2024-01-10,32.842943082600016,32.842943082600044
2024-01-17,31.645195263852447,31.64519526385247
2024-01-24,29.06519799736627,29.06519799736629
2024-01-31,30.04037073901639,30.04037073901641
2024-02-07,31.32898972198719,31.32898972198721
2024-02-14,35.013637434843666,35.013637434843695
2024-02-21,35.3320524404961,35.33205244049613
2024-02-28,39.76623910519393,39.76623910519396
2024-03-06,44.42707466630295,44.42707466630299
2024-03-13,50.96125056004755,50.9612505600476
2024-03-20,47.242368375234584,47.242368375234626
2024-03-27,48.25692634699871,48.25692634699875
2024-04-03,45.0341535336336,45.03415353363364
2024-04-10,47.06980688207575,47.0698068820758
2024-04-17,37.929589295717854,37.929589295717896
2024-04-24,40.52756474211128,40.52756474211133
2024-05-01,38.282197305923226,38.28219730592327
2024-05-08,39.49741469092801,39.49741469092805
2024-05-15,40.85718378506541,40.85718378506545
2024-05-22,44.016055562298746,44.01605556229879
2024-05-29,42.31088012308034,42.31088012308038
2024-06-05,43.83340250828264,43.83340250828268
2024-06-12,40.73684220111318,40.73684220111322
2024-06-19,37.384775802574204,37.38477580257424
2024-06-26,36.7032113482933,36.70321134829334
2024-07-03,37.09470569990567,37.0947056999057
2024-07-10,35.833642524333065,35.8336425243331
2024-07-17,39.98908491060034,39.98908491060038
2024-07-24,40.370792303238936,40.37079230323898
2024-07-31,38.91803392726024,38.91803392726028
2024-08-07,32.76239592069572,32.76239592069575
2024-08-14,34.11156496623092,34.11156496623096
2024-08-21,36.399867916358616,36.39986791635865
2024-08-28,35.12202191263561,35.122021912635645
2024-09-04,33.57712189061396,33.577121890613995
2024-09-11,34.1458938082738,34.14589380827383
2024-09-18,35.13129461729218,35.13129461729221
2024-09-25,37.324573691071,37.32457369107105
2024-10-02,35.00469708729991,35.00469708729995
2024-10-09,35.26643625365632,35.266436253656366
2024-10-16,38.03760393203291,38.03760393203295
2024-10-23,38.1368647275396,38.136864727539646
2024-10-30,39.77069284731353,39.770692847313576
2024-11-06,41.12013091295794,41.12013091295798
2024-11-13,53.531147895690104,53.53114789569017
2024-11-20,60.19123451109245,60.19123451109254
2024-11-27,70.86339005341091,70.86339005341102
2024-12-04,85.94244195796007,85.94244195796021
2024-12-11,81.52141500575149,81.52141500575163
2024-12-18,74.79397848741539,74.79397848741552
2024-12-25,72.74990301515382,72.74990301515395
2025-01-01,70.95232752245194,70.95232752245207
2025-01-08,71.22269963510139,71.22269963510152
2025-01-15,77.11280964359997,77.11280964360012
2025-01-22,76.69860108258656,76.6986010825867
2025-01-29,71.77862412670585,71.77862412670598
2025-02-05,60.390943727270944,60.39094372727105
2025-02-12,64.12072198735257,64.12072198735268
2025-02-19,61.82065213242847,61.820652132428584
2025-02-26,53.95306438281802,53.95306438281812
2025-03-05,58.12898551411248,58.128985514112586
2025-03-12,50.848164184567295,50.84816418456739
2025-03-19,54.28936225726897,54.28936225726907
2025-03-26,55.046906563453184,55.046906563453284
2025-04-02,49.01176715382696,49.011767153827044
2025-04-09,48.39303614614705,48.393036146147125
2025-04-16,48.61672835772895,48.61672835772904
2025-04-23,54.183305500503316,54.18330550050341
2025-04-30,53.25860934537996,53.258609345380044
2025-05-07,52.814482636130734,52.81448263613082
2025-05-14,64.27097183802115,64.27097183802127
2025-05-21,63.08837296582845,63.08837296582856
2025-05-28,62.574130492141656,62.57413049214177
2025-06-04,57.799318385387764,57.79931838538787
2025-06-11,60.112511151755264,60.11251115175539
2025-06-18,54.947465054468154,54.94746505446827
2025-06-25,53.687321584040504,53.68732158404062
2025-07-02,55.758043994655935,55.758043994656056
2025-07-09,58.27081746709969,58.27081746709982
2025-07-16,66.9998027305483,66.99980273054844
2025-07-23,70.73381540195986,70.73381540196
2025-07-30,70.57509461974642,70.57509461974657
