date,Portfolio
2020-02-12,
2020-02-19,
2020-02-26,
2020-03-04,
2020-03-11,
2020-03-18,
2020-03-25,
2020-04-01,
2020-04-08,
2020-04-15,
2020-04-22,
2020-04-29,
2020-05-06,
2020-05-13,
2020-05-20,
2020-05-27,
2020-06-03,
2020-06-10,
2020-06-17,
2020-06-24,
2020-07-01,
2020-07-08,
2020-07-15,
2020-07-22,
2020-07-29,
2020-08-05,
2020-08-12,
2020-08-19,
2020-08-26,
2020-09-02,
2020-09-09,
2020-09-16,
2020-09-23,
2020-09-30,0.05281661910454225
2020-10-07,-0.01816280107572544
2020-10-14,0.06333096148225388
2020-10-21,0.08094674135134243
2020-10-28,0.02383410299268963
2020-11-04,0.015768468430688506
2020-11-11,0.09421727956567696
2020-11-18,0.1132561158306418
2020-11-25,0.10432895738497638
2020-12-02,0.001800113657662741
2020-12-09,-0.05138126429053734
2020-12-16,0.13291923928042695
2020-12-23,-0.0030185859522335115
2020-12-30,0.19863460334485736
2021-01-06,0.2340115658414252
2021-01-13,0.029239188735813736
2021-01-20,-0.037216920244255186
2021-01-27,-0.1198533573506389
2021-02-03,0.23889414672733128
2021-02-10,0.24033574142925676
2021-02-17,0.14983010675775066
2021-02-24,-0.03599677729715839
2021-03-03,0.011577682683142305
2021-03-10,0.0908823280305267
2021-03-17,0.05577046239492975
2021-03-24,-0.0741372211360528
2021-03-31,0.2834088296950966
2021-04-07,0.025975165256776015
2021-04-14,0.16439248789164962
2021-04-21,-0.13188620793059735
2021-04-28,0.020239407619792007
2021-05-05,0.08790976202216991
2021-05-12,-0.1511731689403754
2021-05-19,-0.2779029633630648
2021-05-26,0.06255490154025128
2021-06-02,-0.04870916606813806
2021-06-09,-0.00901326596875627
2021-06-16,-0.007572448170676056
2021-06-23,-0.13477468353348385
2021-06-30,0.0822848824936259
2021-07-07,-0.03859297062856672
2021-07-14,-0.04426136551311302
2021-07-21,-0.045851437915957693
2021-07-28,0.20825510386756885
2021-08-04,0.031085947096262348
2021-08-11,0.1731308811193376
2021-08-18,0.005614106669652368
2021-08-25,0.07585245981143514
2021-09-01,0.032280241030173136
2021-09-08,-0.032971827145531006
2021-09-15,0.11387733029300778
2021-09-22,-0.11893162275458069
2021-09-29,-0.07101524377590758
2021-10-06,0.26625510062995744
2021-10-13,0.03180025727127619
2021-10-20,0.12404092065645404
2021-10-27,-0.1134556024792588
2021-11-03,0.10678583950703804
2021-11-10,0.023559275136835336
2021-11-17,-0.037978320279916475
2021-11-24,-0.07220933062832526
2021-12-01,-3.581857707685588e-06
2021-12-08,-0.09788086781699701
2021-12-15,-0.038827577140185046
2021-12-22,-0.03125135396885563
2021-12-29,-0.04110748064210456
2022-01-05,-0.06728893233715315
2022-01-12,-0.004473101779112404
2022-01-19,-0.03317485479914936
2022-01-26,-0.1403509884194189
2022-02-02,0.015459542089560602
2022-02-09,0.19940866669502108
2022-02-16,-0.024514026438962284
2022-02-23,-0.13249488323913786
2022-03-02,0.131763339401333
2022-03-09,-0.036951697095893334
2022-03-16,-0.012582761527633733
2022-03-23,0.04652146516485431
2022-03-30,0.11235027526470101
2022-04-06,-0.09835791287909923
2022-04-13,-0.041194888808368094
2022-04-20,0.009041696481386682
2022-04-27,-0.034472761300445375
2022-05-04,0.11028838425962487
2022-05-11,-0.23397085116201316
2022-05-18,-0.023110854455251215
2022-05-25,0.0745076583752493
2022-06-01,-0.0004076381295099727
2022-06-08,-0.0009827737670421825
2022-06-15,-0.24006619688978673
2022-06-22,-0.08090585627994143
2022-06-29,0.012901939645369929
2022-07-06,0.028957647381020128
2022-07-13,-0.01709511171231866
2022-07-20,0.11253044522199143
2022-07-27,-0.0037756489052812956
2022-08-03,-0.008670674094439276
2022-08-10,0.047282151222120136
2022-08-17,-0.027183534011594006
2022-08-24,-0.07600659013780602
2022-08-31,-0.051052192598004885
2022-09-07,-0.032899717714746916
2022-09-14,0.03422312153425418
2022-09-21,-0.07459720487394708
2022-09-28,0.039497960948897855
2022-10-05,0.041209364139501936
2022-10-12,-0.03967371782673174
2022-10-19,-0.0023261989192630574
2022-10-26,0.06951835971256638
2022-11-02,-0.029686143081096246
2022-11-09,-0.14702884311331865
2022-11-16,-0.02588813696493316
2022-11-23,0.006849735320261566
2022-11-30,0.03922111121077324
2022-12-07,-0.02183727435148435
2022-12-14,0.054029307168163364
2022-12-21,-0.044513966003460435
2022-12-28,-0.019275134512933452
2023-01-04,0.023255212706963645
2023-01-11,0.058170770859111695
2023-01-18,0.12367658037050672
2023-01-25,0.09748316514793537
2023-02-01,0.026994175984746894
2023-02-08,-0.006850259582940908
2023-02-15,0.058882228205973955
2023-02-22,-0.009691675065602588
2023-03-01,-0.014859311486420978
2023-03-08,-0.0793180542159442
2023-03-15,0.08655578963790643
2023-03-22,0.06281053240136178
2023-03-29,0.04778603842437698
2023-04-05,-0.00021490547554749596
2023-04-12,0.04383994898986796
2023-04-19,-0.02277730537407706
2023-04-26,-0.013678509865828928
2023-05-03,0.033891310935252515
2023-05-10,-0.0344328287587579
2023-05-17,0.001425451334248172
2023-05-24,-0.0062217994737549555
2023-05-31,0.019428506396406676
2023-06-07,-0.018767722872193113
2023-06-14,-0.0580035565192291
2023-06-21,0.1446815404884404
2023-06-28,0.005863857075525904
2023-07-05,0.02608258679420874
2023-07-12,0.003045817516870861
2023-07-19,0.0019228362543309147
2023-07-26,-0.0065352428500587804
2023-08-02,-0.026551223269818985
2023-08-09,0.011520109281514276
2023-08-16,-0.029136253701616408
2023-08-23,-0.044910378694849096
2023-08-30,0.015195726856447368
2023-09-06,-0.02848208306073207
2023-09-13,0.01976228788848241
2023-09-20,0.03746404431935854
2023-09-27,-0.01746849627763697
2023-10-04,0.05320967450390227
2023-10-11,-0.03319103481655385
2023-10-18,0.04950935959557834
2023-10-25,0.17289323163758602
2023-11-01,0.0442974440722784
2023-11-08,-0.0002929115325231487
2023-11-15,0.07035586770682037
2023-11-22,-0.01888761398829169
2023-11-29,0.015157506900957851
2023-12-06,0.11329886056481087
2023-12-13,-0.012797148288994262
2023-12-20,0.011446073222807732
2023-12-27,0.009843502399422555
2024-01-03,-0.007568338534322285
2024-01-10,0.05877511224987943
2024-01-17,-0.0506658315422365
2024-01-24,-0.04457616710052356
2024-01-31,0.053955682984878135
2024-02-07,0.05858764786008151
2024-02-14,0.13484913484060165
2024-02-21,0.020523492588176574
2024-02-28,0.1507215770495437
2024-03-06,0.033389539386168336
2024-03-13,0.06670042459549427
2024-03-20,-0.0710813825669056
2024-03-27,0.012385307295255223
2024-04-03,-0.03975673373466788
2024-04-10,0.052266915682952914
2024-04-17,-0.11917202478490997
2024-04-24,0.04522072232663314
2024-05-01,-0.04866294685109344
2024-05-08,0.04147115477636567
2024-05-15,0.06801784968172264
2024-05-22,0.018565091736756335
2024-05-29,-0.03565356426420242
2024-06-05,0.043755953722313376
2024-06-12,-0.025698080704947033
2024-06-19,-0.037519249631270755
2024-06-26,-0.02779568444743835
2024-07-03,0.006998122465730051
2024-07-10,-0.021864909863817034
2024-07-17,0.08354568588181799
2024-07-24,0.01811151858084112
2024-07-31,-0.02057537319154583
2024-08-07,-0.11464994192137075
2024-08-14,0.058478214854630846
2024-08-21,0.07991219606431485
2024-08-28,-0.01601233807265326
2024-09-04,-0.028659850858703352
2024-09-11,-0.0012158588065309473
2024-09-18,0.04686481799283259
2024-09-25,0.018498355998983064
2024-10-02,-0.02033649376825939
2024-10-09,0.010418844762079823
2024-10-16,0.08193111347958566
2024-10-23,-0.007643596579694243
2024-10-30,0.07611398508607327
2024-11-06,0.022004979053577498
2024-11-13,0.1648666564278181
2024-11-20,0.06037498923857894
2024-11-27,0.021213962566938055
2024-12-04,0.20173739181863293
2024-12-11,-0.02412480880124593
2024-12-18,-0.033110548367931765
2024-12-25,-0.006557143495327763
2025-01-01,-0.03772443191454234
2025-01-08,-0.0006607441748568013
2025-01-15,0.026849433390002397
2025-01-22,0.04528765500868529
2025-01-29,-0.0165906642577921
2025-02-05,-0.07121107630357623
2025-02-12,0.03538100639111866
2025-02-19,-0.012487077429000678
2025-02-26,-0.11175175195361405
2025-03-05,0.07565010931394088
2025-03-12,-0.07997646856340926
2025-03-19,0.03813757190933853
2025-03-26,0.001251393824919616
2025-04-02,-0.035124868015780554
2025-04-09,0.006527997245393731
2025-04-16,0.02492562473835728
2025-04-23,0.08178362148452925
2025-04-30,0.0031887804249786074
2025-05-07,0.023743203488497053
2025-05-14,0.08014617746464318
2025-05-21,0.03457035293874045
2025-05-28,-0.00628683966283512
2025-06-04,-0.021337574748734194
2025-06-11,0.032396915060315855
2025-06-18,-0.03235873732438929
2025-06-25,0.016299697041588648
2025-07-02,0.022512532711366467
2025-07-09,0.021278382272100334
2025-07-16,0.06779760045519964
2025-07-23,0.0022378022410592725
2025-07-30,0.002441939891031204
