,Weight
ADA,0.0
AVAX,0.0
BNB,0.19999999999999998
BTC,0.19999999999999998
DOGE,0.0
DOT,0.19999999999999998
ETH,0.0
SOL,0.19999999999999998
TRX,0.19999999999999998
XRP,0.0
