date,ADA,AVAX,BNB,BTC,DOGE,DOT,ETH,SOL,TRX,XRP
2020-02-05,,,,,,,,,,
2020-02-12,0.1532489451476795,,0.37487019730010385,0.07662863551899712,0.16839677047289503,,0.3045227116648679,,0.15703275529865124,0.09791216702663785
2020-02-19,-0.1584955363676277,,-0.15521148036253773,-0.07204339418608363,-0.13655807831523525,,-0.026885763706099075,,-0.1569525395503747,-0.09901639344262292
2020-02-26,-0.14295652173913054,,-0.1618238712561466,-0.08424221785527208,-0.08993902439024393,,-0.1345492484253643,,-0.1846913580246914,-0.16666666666666663
2020-03-04,-0.008319805194805241,,0.06666666666666665,-0.002242565531358265,0.06867671691792299,,0.0040183953208019485,,0.08116293155663246,0.024890829694323102
2020-03-11,-0.1866175567833026,,-0.17049999999999998,-0.0944199649409948,-0.10266457680250785,,-0.13363276559790105,,-0.161904761904762,-0.11333617383894323
2020-03-18,-0.34188679245283027,,-0.37130801687763715,-0.3187143187973861,-0.21135371179039297,,-0.3912329329637614,,-0.3168449197860962,-0.2888034598750602
2020-03-25,0.1272935779816513,,0.18312559923298188,0.2366775908635781,0.10022148394241404,,0.14865092748735242,,0.11252446183953024,0.09527027027027035
2020-04-01,0.04883011190233977,,0.03646677471636939,-0.004568126784191051,-0.04277805737292406,,-0.0011744843279747341,,0.02462620932277937,0.08266502159161004
2020-04-08,0.1807306821855803,,0.18217357310398752,0.10560910494730336,0.0630914826498421,,0.2729477474829134,,0.1785407725321888,0.15270655270655276
2020-04-15,-0.12787513691128127,,-0.0357142857142857,-0.10014835687633439,-0.021266073194856627,,-0.11702557589053753,,-0.10924981791697008,-0.10776075135936736
2020-04-22,0.15102040816326512,,0.08093278463648823,0.07630544502333492,0.029813036887316846,,0.1966784359879692,0.08759009714822952,0.06214227309893716,0.042659279778393344
2020-04-29,0.40616475722858714,,0.10406091370558368,0.23117802621012662,0.1918547595682043,,0.1779040542017265,0.07621380204581474,0.24634334103156275,0.20510095642933046
2020-05-06,-0.048108632395732265,,-0.05862068965517242,0.04191709467089222,0.033758748456154786,,-0.07653771221820205,-0.1724230254350737,-0.03891290920321189,-0.0656966490299824
